Station ID,Data Source,Station Name,Latitude,Longitude,Elevation(m),Station history
SCD-BC127,Atmospheric Environment Service,HOPE,49.38333333,-121.4166667,70,HOPE 49 23 121 25 70 19760101 19810231 27; HOPE 49 23 121 25 73 19680131 19700401 9
SCD-BC128,Atmospheric Environment Service,HOPE A,49.36666667,-121.4833333,38,HOPE A 49 22 121 29 38 19831208 19930201 47; HOPE 49 23 121 26 46 19641214 19720408 81; HOPE A 49 22 121 29 46 19721215 19750415 43; HOPE A 49 22 121 29 38 19751215 19770123 12; HOPE 49 22 121 29 38 19771126 19780323 17; HOPE A 49 22 121 29 39 19791208 19800301 9
SCD-BC129,Atmospheric Environment Service,HORSEFLY MOUNTAIN,52.33333333,-121.0333333,1550,HORSEFLY MOUNTAIN 52 20 121 2 1550 19760228 19850501 32; HORSEFLY MOUNTAIN 52 20 121 2 1555 19690426 19750502 20
SCD-BC130,Atmospheric Environment Service,HUDSON BAY MOUNTAIN NO 1,54.76666667,-127.2833333,1524,HUDSON BAY MOUNTAIN NO 1 54 46 127 17 1524 19720130 19770601 40; HUDSON BAY MOUNTAIN 54 46 127 18 1524 19650226 19710530 32
SCD-BC131,Atmospheric Environment Service,HUDSON BAY MOUNTAIN,54.76666667,-127.2666667,1480,HUDSON BAY MOUNTAIN 54 46 127 16 1480 19801224 19850614 38; HUDSON BAY MOUNTAIN NO 2 54 46 127 16 1479 19720130 19750616 26; HUDSON BAY MOUNTAIN NO 2 54 46 127 16 1480 19760102 19800529 35
SCD-BC132,Atmospheric Environment Service,HUMALIT LAKE,51.33333333,-119.1,1280,HUMALIT LAKE 51 20 119 6 1280 19840404 19850228 3
SCD-BC133,Atmospheric Environment Service,INISTOCK LAKE,49.55,-119.9666667,1680,INISTOCK LAKE 49 33 119 58 1680 19700131 19850529 107; INISTOCK LAKE 49 34 119 58 1680 19650301 19690511 24
SCD-BC134,Atmospheric Environment Service,IPEC LAKE,57.66666667,-124.7166667,1310,IPEC LAKE 57 40 124 43 1310 19760129 19850426 42; IPEC LAKE 57 40 124 43 1311 19630331 19750428 41
SCD-BC135,Atmospheric Environment Service,ISKUT,57.85,-130,1000,ISKUT 57 51 130 0 1000 19751127 19850515 52; ISKUT 57 51 130 0 998 19740131 19750430 10
SCD-BC136,Atmospheric Environment Service,ISLAHT LAKE,49.98333333,-119.8,1480,ISLAHT LAKE 49 59 119 48 1480 19820127 19850430 15
SCD-BC137,Atmospheric Environment Service,JOHANSON LAKE,56.6,-126.1666667,1540,JOHANSON LAKE 56 36 126 10 1540 19680128 19850425 76; JOHANSON LAKE 56 36 126 10 1540 19630403 19660430 11; JOHNASON LAKE 56 36 126 10 1540 19670305 19670427 3
SCD-BC138,Atmospheric Environment Service,KAZA LAKE,56.03333333,-126.3,1190,KAZA LAKE 56 2 126 18 1190 19760130 19850425 44; KAZA LAKE 56 2 126 18 1189 19630403 19750429 39
SCD-BC139,Atmospheric Environment Service,KEYSTONE CREEK,51.41666667,-118.3666667,1890,KEYSTONE CREEK 51 25 118 22 1890 19700128 19850425 66; KEYSTONE CREEK 51 26 118 19 1890 19660225 19690428 15
SCD-BC140,Atmospheric Environment Service,KICKING HORSE,51.43333333,-116.35,1650,KICKING HORSE 51 26 116 21 1650 19751231 19850503 68; KICKING HORSE 51 26 116 21 1646 19630130 19750530 78
SCD-BC141,Atmospheric Environment Service,KIDPRICE LAKE,53.85,-127.4333333,1370,KIDPRICE LAKE 53 51 127 26 1370 19760129 19850528 51; KIDPRICE LAKE 53 51 127 26 1372 19630128 19750428 51
SCD-BC142,Atmospheric Environment Service,KIMBERLEY,49.68333333,-115.9833333,1160,KIMBERLEY 49 41 115 59 1160 19760229 19850329 22; KIMBERLEY 49 41 115 59 1159 19630228 19750429 38
SCD-BC143,Atmospheric Environment Service,KIMBERLEY LOWER VOR,49.53333333,-116.0333333,1370,KIMBERLEY LOWER VOR 49 32 116 2 1370 19760129 19850429 41; KIMBERLEY LOWER VOR 49 32 116 2 1372 19690130 19750430 28
SCD-BC144,Atmospheric Environment Service,KIMBERLEY MIDDLE VOR,49.56666667,-116.05,1680,KIMBERLEY MIDDLE VOR 49 34 116 3 1680 19760129 19850429 41; KIMBERLEY MIDDLE VOR 49 34 116 3 1683 19690130 19750430 28
SCD-BC145,Atmospheric Environment Service,KIMBERLEY UPPER VOR,49.56666667,-116.0833333,2140,KIMBERLEY UPPER VOR 49 34 116 5 2140 19760129 19850429 41; KIMBERLEY UPPER VOR 49 34 116 5 2142 19690130 19750430 28
SCD-BC146,Atmospheric Environment Service,KINASKAN LAKE,57.56666667,-130.25,1020,KINASKAN LAKE 57 34 130 15 1020 19800115 19850329 26
SCD-BC147,Atmospheric Environment Service,KIRBYVILLE LAKE,51.56666667,-118.7666667,1750,KIRBYVILLE LAKE 51 34 118 46 1750 19720124 19850513 60
SCD-BC148,Atmospheric Environment Service,KITIMAT SMELTER,54.01666667,-128.7166667,-99999,KITIMAT SMELTER 54 1 128 43 -999 19841116 19850220 2
SCD-BC149,Atmospheric Environment Service,KLESILKWA,49.13333333,-121.3,1130,KLESILKWA 49 8 121 18 1130 19760405 19850429 39; KLESILKWA 49 8 121 18 1128 19630127 19750401 40
SCD-BC150,Atmospheric Environment Service,KLUACHESI LAKE,57.98333333,-123.9166667,1220,KLUACHESI LAKE 57 59 123 55 1220 19800328 19820329 3
SCD-BC151,Atmospheric Environment Service,KNOUFF LAKE,50.98333333,-120.1333333,1200,KNOUFF LAKE 50 59 120 8 1200 19760503 19850429 30; KNOUFF LAKE 50 59 120 8 1204 19630224 19750402 32
SCD-BC152,Atmospheric Environment Service,KOCH CREEK,49.71666667,-117.9833333,1860,KOCH CREEK 49 43 117 59 1860 19700127 19850429 69; KOCH CREEK 49 51 118 1 1860 19630228 19690504 27
SCD-BC153,Atmospheric Environment Service,KOSTAL LAKE,52.2,-120.0333333,1770,KOSTAL LAKE 52 12 120 2 1770 19760227 19850615 54; KOSTAL LAKE 52 12 120 2 1768 19740227 19750528 10
SCD-BC154,Atmospheric Environment Service,KWADACHA RIVER,57.61666667,-125.0666667,1620,KWADACHA RIVER 57 37 125 4 1620 19830128 19850426 12
SCD-BC155,Atmospheric Environment Service,LABOUR DAY LAKE,49.11666667,-124.4166667,1020,LABOUR DAY LAKE 49 7 124 25 1020 19760128 19780501 15; LABOUR DAY LAKE 49 7 124 26 1021 19630430 19700518 8; LABOUR DAY LAKE 49 7 124 25 1021 19710407 19750529 24
SCD-BC156,Atmospheric Environment Service,LAC LE JEUNE LOWER,50.46666667,-120.5,1370,LAC LE JEUNE LOWER 50 28 120 30 1370 19811230 19850430 22; LAC LE JEUNE 50 28 120 30 1372 19630124 19750430 54; LAC LE JEUNE 50 28 120 30 1370 19751230 19790427 20; LAC LE JEUNE LOWER 50 28 120 30 1370 19791224 19800430 5; LAC LE JEUNE 50 28 120 30 1370 19801229 19810501 5
SCD-BC157,Atmospheric Environment Service,LAC LE JEUNE UPPER,50.45,-120.5,1460,LAC LE JEUNE UPPER 50 27 120 30 1460 19751230 19850430 50; LAC LE JEUNE UPPER 50 27 120 30 1463 19721228 19750430 16
SCD-BC158,Atmospheric Environment Service,LADY LAURIER LAKE,56.7,-123.75,1460,LADY LAURIER LAKE 56 42 123 45 1460 19760129 19850426 46; LADY LAURIER LAKE 56 42 123 46 1463 19630223 19690428 22; LADY LAURIER LAKE 56 42 123 45 1463 19700225 19750428 22
SCD-BC159,Atmospheric Environment Service,LIGHTNING LAKE,49.05,-120.85,1220,LIGHTNING LAKE 49 3 120 51 1220 19810207 19850430 16; QUARTETTE LAKE 49 3 120 51 1220 19630330 19800429 44
SCD-BC160,Atmospheric Environment Service,LILLOOET LAKE,50.5,-122.9333333,1677,LILLOOET LAKE 50 30 122 56 1677 19700301 19700602 4
SCD-BC161,Atmospheric Environment Service,LINK LAKE,52.4,-127.6,670,LINK LAKE 52 24 127 36 670 19770223 19790501 9
SCD-BC162,Atmospheric Environment Service,LOCH LOMOND,49.58333333,-123.0833333,900,LOCH LOMOND 49 35 123 5 900 19760331 19840326 9; LOCH LOMOND 49 36 123 3 1098 19630329 19680330 5; LOCH LOMOND 49 35 123 5 902 19690331 19750325 6
SCD-BC163,Atmospheric Environment Service,LOG CABIN,59.76666667,-134.9666667,880,LOG CABIN 59 46 134 58 880 19760227 19850427 30; LOG CABIN 59 45 134 58 878 19630401 19690430 20; LOG CABIN 59 46 134 58 878 19700303 19750429 18
SCD-BC165,Atmospheric Environment Service,LONGWORTH LOWER,53.95,-121.45,1230,LONGWORTH LOWER 53 57 121 27 1230 19760228 19850530 47; LOWER LONGWORTH 53 58 121 26 1235 19630225 19640615 11; LOWER LONGWORTH 53 57 121 27 1235 19650223 19690515 21; LONGWORTH LOWER 53 57 121 27 1235 19700225 19750514 28
SCD-BC166,Atmospheric Environment Service,LONGWORTH UPPER,53.95,-121.4333333,1740,LONGWORTH UPPER 53 57 121 26 1740 19760201 19850529 55; LONGWORTH 53 56 121 21 1738 19630225 19670528 24; UPPER LONGWORTH 53 56 121 21 1738 19680229 19690531 10; LONGWORTH UPPER 53 57 121 26 1738 19700402 19750513 31
SCD-BC167,Atmospheric Environment Service,LOST HORSE MOUNTAIN,49.28333333,-120.1333333,1920,LOST HORSE MOUNTAIN 49 17 120 8 1920 19760130 19850614 58; LOST HORSE MOUNTAIN 49 17 120 8 1921 19630205 19750516 71
SCD-BC168,Atmospheric Environment Service,LU LAKE,54.2,-126.3,1300,LU LAKE 54 12 126 18 1300 19770316 19850531 54
SCD-BC169,Atmospheric Environment Service,LYFORD MOUNTAIN,48.86666667,-124.4666667,910,LYFORD MOUNTAIN 48 52 124 28 910 19760303 19810505 18; LYFORD MOUNTAIN 48 51 124 29 909 19630130 19640601 10; LYFORD MOUNTAIN 48 51 124 29 915 19650226 19690330 6; LYFORD MOUNTAIN 48 52 124 28 915 19700330 19750430 7
SCD-BC170,Atmospheric Environment Service,LYTTON,50.25,-121.5666667,270,LYTTON 50 15 121 34 270 19760101 19850401 46; LYTTON 50 14 121 29 274 19680201 19680601 6
SCD-BC171,Atmospheric Environment Service,LYTTON,50.23333333,-121.5833333,258,LYTTON 50 14 121 35 258 19821215 19910315 36; LYTTON 50 14 121 34 175 19660101 19700208 68; LYTTON 50 14 121 35 175 19701124 19720315 30; LYTTON 50 14 121 35 255 19721215 19750315 46; LYTTON 50 14 121 35 258 19751201 19810401 43; LYTTON 50 15 121 34 270 19811216 19820401 6
SCD-BC172,Atmospheric Environment Service,MACDONALD LAKE,49.88333333,-120.0333333,1740,MACDONALD LAKE 49 53 120 2 1740 19761229 19850531 66
SCD-BC173,Atmospheric Environment Service,MACHMELL RIVER,51.76666667,-126.0666667,1380,MACHMELL RIVER 51 46 126 4 1380 19760427 19780501 3; MACHMELL 51 46 126 4 1384 19700428 19700428 1; MACHMELL RIVER 51 46 126 4 1384 19710427 19710427 1
SCD-BC174,Atmospheric Environment Service,MACKENZIE AIRPORT,55.3,-123.1333333,700,MACKENZIE AIRPORT 55 18 123 8 700 19760101 19850501 50; MACKENZIE AIRPORT 55 18 123 8 701 19720101 19750430 22
SCD-BC176,Atmospheric Environment Service,MARBLE CANYON,51.2,-116.1333333,1520,MARBLE CANYON 51 12 116 8 1520 19760101 19850530 67; MARBLE CANYON 51 12 116 9 1524 19630131 19640530 13; MARBLE CANYON 51 13 116 7 1524 19650201 19690514 28; MARBLE CANYON 51 12 116 8 1524 19700129 19750514 37
SCD-BC177,Atmospheric Environment Service,MARGARET LAKE,49.48333333,-125.4666667,1040,MARGARET LAKE 49 29 125 28 1040 19760325 19850425 19
SCD-BC178,Atmospheric Environment Service,MCBRIDE LOWER,53.33333333,-120.2833333,790,MCBRIDE LOWER 53 20 120 17 790 19751220 19850512 63; MCBRIDE LOWER 53 20 120 17 793 19741228 19750514 6
SCD-BC179,Atmospheric Environment Service,MCBRIDE MIDDLE,53.33333333,-120.3166667,1160,MCBRIDE MIDDLE 53 20 120 19 1160 19751220 19850528 73; MCBRIDE MIDDLE 53 20 120 19 1159 19731230 19750514 13
SCD-BC180,Atmospheric Environment Service,MCBRIDE UPPER,53.3,-120.3166667,1580,MCBRIDE UPPER 53 18 120 19 1580 19811115 19850614 34; MCBRIDE 53 18 120 20 1616 19630203 19730527 50; MCBRIDE UPPER 53 18 120 20 1616 19731230 19750612 15; MCBRIDE UPPER 53 18 120 20 1620 19751220 19810615 49
SCD-BC181,Atmospheric Environment Service,MCCULLOCH,49.78333333,-119.2,1280,MCCULLOCH 49 47 119 12 1280 19630130 19850515 148
SCD-BC182,Atmospheric Environment Service,MCGILLIVRAY PASS,50.68333333,-122.6,1800,MCGILLIVRAY PASS 50 41 122 36 1800 19760130 19850530 57; MCGILLIVRAY PASS 50 40 122 36 1799 19630131 19710425 38; MCGILLIVRAY PASS 50 41 122 36 1799 19720130 19750429 21
SCD-BC183,Atmospheric Environment Service,MCKENDRICK CREEK,54.83333333,-126.7666667,1050,MCKENDRICK CREEK 54 50 126 46 1050 19760303 19850531 34; MCKENDRICK CREEK 54 48 126 46 1052 19680224 19690516 8; MCKENDRICK CREEK 54 50 126 46 1052 19700222 19750505 26
SCD-BC184,Atmospheric Environment Service,MCLEOD LAKE,54.93333333,-122.8833333,980,MCLEOD LAKE 54 56 122 53 980 19751230 19850515 63; MCLEOD LAKE 54 55 122 54 976 19630130 19690515 37; MCLEOD LAKE 54 56 122 53 976 19700201 19750515 35
SCD-BC185,Atmospheric Environment Service,MCQUEEN LAKE,50.83333333,-120.45,1100,MCQUEEN LAKE 50 50 120 27 1100 19830106 19850502 14
SCD-BC186,Atmospheric Environment Service,MEMORY LAKE,49.58333333,-125.7166667,1280,MEMORY LAKE 49 35 125 43 1280 19630303 19640529 6
SCD-BC187,Atmospheric Environment Service,METAHAG CREEK,58.81666667,-130.9166667,1220,METAHAG CREEK 58 49 130 55 1220 19800326 19850329 6
SCD-BC188,Atmospheric Environment Service,MICA CREEK,52.01666667,-118.5666667,560,MICA CREEK 52 1 118 34 560 19751201 19820331 80; MICA CREEK 52 1 118 34 564 19750103 19750514 6
SCD-BC189,Atmospheric Environment Service,MISSEZULA MOUNTAIN,49.66666667,-120.5333333,1550,MISSEZULA MOUNTAIN 49 40 120 32 1550 19760128 19850513 51; MISSEZULA MOUNTAIN 49 40 120 32 1555 19630129 19750514 53
SCD-BC190,Atmospheric Environment Service,MISSINKA RIVER,54.66666667,-121.5166667,1463,MISSINKA RIVER 54 40 121 31 1463 19670331 19670428 2
SCD-BC191,Atmospheric Environment Service,MISSION CREEK,49.95,-118.9166667,1780,MISSION CREEK 49 57 118 55 1780 19751229 19850612 75; MISSION CREEK 49 57 118 55 1829 19700131 19700525 6; MISSION CREEK 49 57 118 55 1784 19701229 19750618 43; MISSION CREEK 50 1 118 59 1829 19630128 19690531 42
SCD-BC192,Atmospheric Environment Service,MISSION MOUNTAIN,50.75,-122.2333333,1852,MISSION MOUNTAIN 50 45 122 14 1852 19690130 19690429 4; MISSION MOUNTAIN 50 45 122 14 1759 19670223 19670529 5; MISSION MOUNTAIN 50 45 122 14 1768 19680130 19680430 4
SCD-BC193,Atmospheric Environment Service,MISSION RIDGE,50.76666667,-122.2,1850,MISSION RIDGE 50 46 122 12 1850 19751230 19850614 80; MISSION RIDGE 50 46 122 12 1852 19700130 19750613 44
SCD-BC194,Atmospheric Environment Service,MOLSON CREEK,52.23333333,-118.2333333,1980,MOLSON CREEK 52 14 118 14 1980 19760130 19850425 44; MOLSON CREEK 52 14 118 14 1982 19670131 19750428 34
SCD-BC195,Atmospheric Environment Service,MONASHEE PASS,50.08333333,-118.5,1370,MONASHEE PASS 50 5 118 30 1370 19800103 19850528 39; MONASHEE PASS 50 6 118 29 1372 19630130 19690529 41; MONASHEE PASS 50 5 118 30 1372 19700126 19750601 41; MONASHEE PASS 50 5 118 30 1370 19751230 19780529 21; MONASHEE PASS 50 4 118 30 1370 19790102 19790601 7
SCD-BC196,Atmospheric Environment Service,MONKMAN CREEK,54.73333333,-121.2333333,1550,MONKMAN CREEK 54 44 121 14 1550 19760201 19850429 45; MONKMAN CREEK 54 44 121 14 1555 19740201 19750513 8
SCD-BC197,Atmospheric Environment Service,MORFEE MOUNTAIN,55.41666667,-123.05,1450,MORFEE MOUNTAIN 55 25 123 3 1450 19760130 19850502 48; MORFEE MOUNTAIN 55 25 123 4 1448 19680129 19690430 8; MORFEE MOUNTAIN 55 25 123 3 1448 19700203 19750602 34
SCD-BC198,Atmospheric Environment Service,MORRISSEY RIDGE NO 1,49.45,-114.9666667,1860,MORRISSEY RIDGE NO 1 49 27 114 58 1860 19840104 19850614 16; MORRISSEY RIDGE 49 25 114 58 1860 19630201 19690514 30; MORRISSEY RIDGE 49 27 114 58 1860 19700130 19720530 16; MORRISSEY RIDGE 49 27 114 58 1829 19730104 19730529 4; MORRISSEY RIDGE 49 27 114 58 1860 19740206 19830613 73
SCD-BC199,Atmospheric Environment Service,MORRISSEY RIDGE NO 2,49.45,-114.9666667,1800,MORRISSEY RIDGE NO 2 49 27 114 58 1800 19840104 19850614 16
SCD-BC200,Atmospheric Environment Service,MOUNT ABBOT,51.26666667,-117.5,1980,MOUNT ABBOT 51 16 117 30 1980 19760126 19850610 62; MOUNT ABBOT 51 16 117 30 1982 19630131 19750526 79
SCD-BC201,Atmospheric Environment Service,MOUNT ALBREDA,52.5,-119.05,1920,MOUNT ALBREDA 52 30 119 3 1920 19760127 19850613 63; ALBREDA MOUNTAIN 52 29 119 2 1921 19630328 19640327 2; ALBREDA MOUNTAIN 52 31 119 1 1921 19650331 19690428 14; MOUNT ALBREDA 52 30 119 3 1921 19700223 19720615 13; MOUNT ALBREDA 52 30 119 3 1982 19730302 19730513 4; MOUNT ALBREDA 52 30 119 3 1921 19750127 19750528 6
SCD-BC202,Atmospheric Environment Service,MOUNT ARROWSMITH TRAIL,49.25,-124.6,1280,MOUNT ARROWSMITH TRAIL 49 15 124 36 1280 19710412 19810101 24
SCD-BC203,Atmospheric Environment Service,MOUNT ASSINIBOINE,50.9,-115.6166667,2230,MOUNT ASSINIBOINE 50 54 115 37 2230 19760128 19850429 44; MOUNT ASSINIBOINE 50 54 115 37 2226 19690206 19750429 27
SCD-BC204,Atmospheric Environment Service,MOUNT COKELY,49.25,-124.5833333,1280,MOUNT COKELY 49 15 124 35 1280 19820227 19850501 13; MOUNT COKLEY 49 15 124 35 1280 19810301 19810502 3
SCD-BC205,Atmospheric Environment Service,MOUNT COOK NO 1,52.18333333,-119.3333333,1829,MOUNT COOK NO 1 52 11 119 20 1829 19740617 19750228 3; MOUNT COOK 52 11 119 21 1829 19630228 19690531 36; MOUNT COOK 52 11 119 20 1829 19700301 19720528 15
SCD-BC206,Atmospheric Environment Service,MOUNT COOK,52.18333333,-119.3166667,1580,MOUNT COOK 52 11 119 19 1580 19811231 19850612 32; MOUNT COOK NO 2 52 11 119 19 1585 19740227 19750601 12; MOUNT COOK NO 2 52 11 119 19 1580 19760131 19810616 37
SCD-BC207,Atmospheric Environment Service,MOUNT COPELAND,51.1,-118.4666667,1698,MOUNT COPELAND 51 6 118 28 1698 19700204 19730530 22
SCD-BC208,Atmospheric Environment Service,MOUNT CRONIN,54.93333333,-126.8,1480,MOUNT CRONIN 54 56 126 48 1480 19760303 19850429 33; MOUNT CRONIN 54 56 126 48 1479 19690301 19750501 34
SCD-BC209,Atmospheric Environment Service,MOUNT JOFFRE,50.53333333,-115.1166667,1750,MOUNT JOFFRE 50 32 115 7 1750 19760128 19850429 44; MOUNT JOFFRE 50 32 115 7 1753 19690226 19750429 25
SCD-BC210,Atmospheric Environment Service,MOUNT KOBAU,49.11666667,-119.6833333,1810,MOUNT KOBAU 49 7 119 41 1810 19760130 19850529 67; MOUNT KOBAU 49 7 119 41 1814 19660227 19750501 60
SCD-BC211,Atmospheric Environment Service,MOUNT ROOSEVELT,58.46666667,-125.3666667,1330,MOUNT ROOSEVELT 58 28 125 22 1330 19800327 19820329 3; MOUNT ROOSEVELT 58 28 125 22 1329 19710129 19750401 14
SCD-BC212,Atmospheric Environment Service,MOUNT SAINT ANNE,52.26666667,-119.2333333,1770,MOUNT SAINT ANNE 52 16 119 14 1770 19760301 19850528 65
SCD-BC213,Atmospheric Environment Service,MOUNT SEYMOUR,49.36666667,-122.95,1070,MOUNT SEYMOUR 49 22 122 57 1070 19760107 19850614 84; SEYMOUR MOUNTAIN 49 23 122 57 1113 19630201 19690602 42; MOUNT SEYMOUR 49 22 122 57 1113 19700203 19710517 11; MOUNT SEYMOUR 49 22 122 57 1067 19720208 19750612 28
SCD-BC214,Atmospheric Environment Service,MOUNT SHEBA,54.53333333,-121.8,1494,MOUNT SHEBA 54 32 121 48 1494 19850131 19850429 4; MOUNT SHEBA 54 32 121 48 1494 19700227 19750513 25; MOUNT SHEBA 54 32 121 48 1490 19760201 19840502 48
SCD-BC215,Atmospheric Environment Service,MOUNT STEARNS,57.06666667,-123.4,1500,MOUNT STEARNS 57 4 123 24 1500 19740130 19850426 48
SCD-BC216,Atmospheric Environment Service,MOUNT TIMOTHY,51.9,-121.2666667,1660,MOUNT TIMOTHY 51 54 121 16 1660 19760331 19850530 58; TIMOTHY MOUNTAIN -9 -9 -9 -9 -999 19640203 19640615 6; TIMOTHY MOUNTAIN 51 55 121 15 1655 19650301 19690227 22; MOUNT TIMOTHY 51 55 121 15 1655 19700303 19700519 4; MOUNT TIMOTHY 51 54 121 16 1655 19710201 19750429 21
SCD-BC217,Atmospheric Environment Service,MOUNT WELLS,53.75,-126.4166667,1490,MOUNT WELLS 53 45 126 25 1490 19760226 19850528 42; MOUNT WELLS 53 43 126 25 1494 19630224 19640430 6; WELLS MOUNTAIN 53 43 126 25 1494 19650302 19650428 3; MOUNT WELLS 53 43 126 25 1494 19660302 19710429 17; MOUNT WELLS 53 45 126 25 1494 19720327 19750327 10
SCD-BC218,Atmospheric Environment Service,MOYIE MOUNTAIN,49.25,-115.7666667,1940,MOYIE MOUNTAIN 49 15 115 46 1940 19751230 19850615 77; MOYIE MOUNTAIN 49 15 115 46 1939 19690129 19750615 44
SCD-BC219,Atmospheric Environment Service,NAHATLATCH RIVER,49.83333333,-122.05,1520,NAHATLATCH RIVER 49 50 122 3 1520 19760130 19850610 46; NAHATLATCH RIVER 49 50 122 3 1524 19680226 19750429 34
SCD-BC220,Atmospheric Environment Service,NARROW LAKE,53.58333333,-121.9,1650,NARROW LAKE 53 35 121 54 1650 19760227 19850530 50; NARROW LAKE 53 35 121 54 1646 19740228 19750515 10
SCD-BC221,Atmospheric Environment Service,NAZKO,53.01666667,-123.65,1070,NAZKO 53 1 123 39 1070 19760124 19850501 32; NAZKO 53 3 123 42 1372 19630328 19710328 9; NAZKO 53 1 123 39 1067 19720325 19750428 8
SCD-BC222,Atmospheric Environment Service,NECHAKO,53.63333333,-124.95,945,NECHAKO 53 38 124 57 945 19630224 19650331 5
SCD-BC223,Atmospheric Environment Service,NELSON,49.41666667,-117.2333333,930,NELSON 49 25 117 14 930 19630130 19850529 231
SCD-BC224,Atmospheric Environment Service,NEW GLACIER,51.25,-117.5,1250,NEW GLACIER 51 15 117 30 1250 19630131 19650527 19
SCD-BC225,Atmospheric Environment Service,NEW PENTICTON RES NO 2,49.63333333,-119.4166667,1593,NEW PENTICTON RES NO 2 49 38 119 25 1593 19800228 19800601 3; NEW PENTICTON RESERV 49 38 119 25 1616 19650330 19660401 2; NEW PENTICTON RES NO 2 49 38 119 25 1593 19670329 19750515 33; NEW PENTICTON RES NO 2 49 38 119 25 1590 19760130 19790531 25
SCD-BC226,Atmospheric Environment Service,NEW TASHME,49.26666667,-121.2333333,700,NEW TASHME 49 16 121 14 700 19800205 19840530 21; NEW TASHME 49 16 121 14 762 19630130 19640331 6; NEW TASHME 49 16 121 14 793 19650201 19750429 40; NEW TASHME 49 16 121 14 700 19760201 19770515 9; NEW TASHME 49 16 121 14 790 19780203 19790430 8
SCD-BC227,Atmospheric Environment Service,NEWCASTLE RIDGE,50.4,-126.05,1170,NEWCASTLE RIDGE 50 24 126 3 1170 19760126 19850612 66; NEWCASTLE RIDGE 50 24 126 3 1174 19630201 19750602 70
SCD-BC228,Atmospheric Environment Service,NICKEL PLATE,49.38333333,-120.0333333,1890,NICKEL PLATE 49 23 120 2 1890 19770226 19850428 29; NICKEL PLATE 49 22 120 2 1890 19630227 19640615 9; NICKEL PLATE MOUNTAIN 49 25 120 2 1890 19650302 19660503 6; NICKLE PLATE MOUNTAIN 49 25 120 2 1890 19670227 19690404 11; NICKEL PLATE 49 23 120 2 1890 19700227 19750429 27; NICKLE PLATE 49 23 120 2 1890 19760301 19760428 3
SCD-BC229,Atmospheric Environment Service,NINGUNSAW PASS,56.8,-129.95,690,NINGUNSAW PASS 56 48 129 57 690 19751127 19850501 49; NINGUNSAW PASS 56 48 129 57 694 19740131 19750601 11
SCD-BC230,Atmospheric Environment Service,NOSTETUKO RIVER,51.21666667,-124.4166667,1600,NOSTETUKO RIVER 51 13 124 25 1600 19850331 19850331 1; NOSTETUKO RIVER 51 13 124 25 1600 19830202 19830527 6; NOSTETUKO RIVER 51 13 124 25 1610 19840201 19840531 6
SCD-BC231,Atmospheric Environment Service,OLD GLORY MOUNTAIN,49.15,-117.9166667,2348,OLD GLORY MOUNTAIN 49 9 117 55 2348 19660201 19670530 12; OLD GLORY MOUNTAIN 49 9 117 55 2134 19630131 19630601 6; OLD GLORY MOUNTAIN 49 9 117 55 2348 19640201 19640614 7; OLD GLORY MOUNTAIN 49 9 117 55 2134 19650131 19650601 6
SCD-BC232,Atmospheric Environment Service,OLD GLORY MOUNTAIN,49.15,-117.9166667,2130,OLD GLORY MOUNTAIN 49 9 117 55 2130 19780301 19820425 10; OLD GLORY MOUNTAIN 49 9 117 55 2134 19690201 19750511 44; OLD GLORY MOUNTAIN 49 9 117 55 2160 19760131 19770430 7
SCD-BC233,Atmospheric Environment Service,ORCHID LAKE,49.53333333,-123.05,1190,ORCHID LAKE 49 32 123 3 1190 19760302 19850617 65; ORCHID LAKE 49 32 123 3 1189 19720228 19750429 11
SCD-BC234,Atmospheric Environment Service,OTTOMITE,49.6,-121.15,1460,OTTOMITE 49 36 121 9 1460 19811229 19850612 28
SCD-BC235,Atmospheric Environment Service,OYAMA LAKE,50.11666667,-119.2833333,1340,OYAMA LAKE 50 7 119 17 1340 19760131 19850429 38; OYAMA LAKE 50 7 119 17 1341 19690201 19750429 28
SCD-BC236,Atmospheric Environment Service,PACIFIC LAKE,54.38333333,-121.5666667,770,PACIFIC LAKE 54 23 121 34 770 19760201 19850529 68; PACIFIC LAKE 54 24 121 35 774 19630223 19690428 22; PACIFIC LAKE 54 23 121 34 774 19700201 19750513 26
SCD-BC237,Atmospheric Environment Service,PALISADE LAKE,49.45,-123.0333333,880,PALISADE LAKE 49 27 123 2 880 19760302 19850429 30; PALISADE LAKE 49 28 123 2 884 19630226 19690429 20; PALISADE LAKE 49 27 123 2 884 19700225 19750429 17
SCD-BC238,Atmospheric Environment Service,PARK MOUNTAIN,50.45,-118.6,1890,PARK MOUNTAIN 50 27 118 36 1890 19660330 19850612 98; PARK MOUNTAIN 50 28 118 36 1890 19630329 19640401 2
SCD-BC239,Atmospheric Environment Service,PASS LAKE,50.85,-120.5,870,PASS LAKE 50 51 120 30 870 19760330 19850327 23; PASS LAKE 50 51 120 30 869 19630227 19690328 18; PASS LAKE 50 51 120 29 869 19700129 19710331 6; PASS LAKE 50 51 120 30 869 19720225 19750326 5
SCD-BC240,Atmospheric Environment Service,PAVILION,50.91666667,-121.8166667,1230,PAVILION 50 55 121 49 1230 19770202 19850515 43; PAVILION 50 55 121 49 1235 19630129 19750402 32
