"Reporting_Year / Année_Déclaration","NPRI_ID / No_INRP","Company_Name / Dénomination_sociale_de_l'entreprise","Facility_Name / Installation","Address / Adresse","City / Ville","Province / Province","Latitude / Latitude","Longitude / Longitude","Datum / Datum","NAICS 4 Code / SCIAN 4 Chiffre","NAICS 4 Sector Name (English) / Nom de secteur SCIAN 4 (Anglais)","NAICS 4 Sector Name (French) / Nom de secteur SCIAN 4 (Français)","NAICS 6 Code / SCIAN 6 Chiffre","NAICS 6 Sector Name (English) / Nom de secteur SCIAN 6 (Anglais)","NAICS 6 Sector Name (French)","Key Industrial Sector (English)","Secteur_Industriel_Clé (French)","Units / Unités","TOTAL_ALL_RELEASES / Rejet_Total_Tout","Symbol / Symbole"
2022,3899,"Petro-Canada Lubricants Inc.","Mississauga Lubricants Centre","385 Southdown Road","Mississauga","ON","43.5012","-79.6101",1983.00,3241,"Petroleum and coal product manufacturing","Fabrication de produits du pétrole et du charbon",324190,"Other petroleum and coal product manufacturing","Fabrication d'autres produits du pétrole et du charbon","Petroleum and Coal Product Refining and Mfg.","Fabrication et raffinage des produits du pétrole et du charbon
","Tonnes",4.8e-03,1
2022,3903,"Suncor Energy Products Partnership","Edmonton Refinery","801 Petroleum Way","Sherwood Park","AB","53.5505","-113.3589",1983.00,3241,"Petroleum and coal product manufacturing","Fabrication de produits du pétrole et du charbon",324110,"Petroleum refineries","Raffineries de pétrole","Petroleum and Coal Product Refining and Mfg.","Fabrication et raffinage des produits du pétrole et du charbon
","Tonnes",0.27,1
2022,3928,"Valero Energy Inc.","Raffinerie Jean-Gaulin","165 des Îles Road","Lévis","QC","46.7592","-71.1914",1983.00,3241,"Petroleum and coal product manufacturing","Fabrication de produits du pétrole et du charbon",324110,"Petroleum refineries","Raffineries de pétrole","Petroleum and Coal Product Refining and Mfg.","Fabrication et raffinage des produits du pétrole et du charbon
","Tonnes",18.44,1
2022,3959,"West Fraser Mills Ltd., Operating as Slave Lake Pulp","Slave Lake Pulp","20 km SE of Slave Lake","Slave Lake","AB","55.2481","-114.514",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322111,"Mechanical pulp mills","Usines de pâte mécanique","Pulp and Paper","Pâte à papier et papier
","Tonnes",6.58,1
2022,3962,"Shell Canada Products","Sarnia Manufacturing Centre","150 St. Clair Parkway","Corunna","ON","42.9025","-82.4511",1983.00,3241,"Petroleum and coal product manufacturing","Fabrication de produits du pétrole et du charbon",324110,"Petroleum refineries","Raffineries de pétrole","Petroleum and Coal Product Refining and Mfg.","Fabrication et raffinage des produits du pétrole et du charbon
","Tonnes",5.85,1
2022,3992,"Nova Scotia Power Incorporated","Lingan Generating Station","0 2599 Hinchey Avenue","Lingan","NS","46.2358","-60.0386",1983.00,2211,"Electric power generation, transmission and distribution","Production, transport et distribution d'électricité",221112,"Fossil-fuel electric power generation","Production d'électricité à partir de combustibles fossiles","Electricity","Électricité
","Tonnes",0.58,1
2022,3994,"Nova Scotia Power Incorporated","Point Tupper Generating Station","4137 Port Malcolm Road","Port Hawkesbury","NS","45.5872","-61.3489",1983.00,2211,"Electric power generation, transmission and distribution","Production, transport et distribution d'électricité",221112,"Fossil-fuel electric power generation","Production d'électricité à partir de combustibles fossiles","Electricity","Électricité
","Tonnes",1.84766e-03,1
2022,3996,"Nova Scotia Power Incorporated","Trenton Generating Station","1 Power Plant Road","Trenton","NS","45.6202","-62.6498",1983.00,2211,"Electric power generation, transmission and distribution","Production, transport et distribution d'électricité",221112,"Fossil-fuel electric power generation","Production d'électricité à partir de combustibles fossiles","Electricity","Électricité
","Tonnes",0.22,1
2022,3998,"Nova Scotia Power Incorporated","Tufts Cove Generating Station","315 Windmill Road","Dartmouth","NS","44.6764","-63.5961",1983.00,2211,"Electric power generation, transmission and distribution","Production, transport et distribution d'électricité",221112,"Fossil-fuel electric power generation","Production d'électricité à partir de combustibles fossiles","Electricity","Électricité
","Tonnes",1.14e-04,1
2022,4000,"Nova Scotia Power Incorporated","Point Aconi Generating Station","1800 Prince Mine Road","Point Aconi","NS","46.31948","-60.32856",1984.00,2211,"Electric power generation, transmission and distribution","Production, transport et distribution d'électricité",221112,"Fossil-fuel electric power generation","Production d'électricité à partir de combustibles fossiles","Electricity","Électricité
","Tonnes",0.09,1
2022,4045,"ArcelorMittal long Products Canada G.P.","ArcelorMittal long Products Canada - Hamilton East","690 Strathearne Avenue","Hamilton","ON","43.2625","-79.7857",1983.00,3312,"Steel product manufacturing from purchased steel","Fabrication de produits en acier à partir d'acier acheté",331222,"Steel wire drawing","Étirage de fils d'acier","Iron and Steel","Fer et acier
","Tonnes",1.66e-04,1
2022,4063,"Canfor Pulp Ltd.","Prince George Pulp and Paper and Intercontinental Pulp Mills","2789 Prince George Pulp Mill Road","Prince George","BC","53.92344","-122.68702",1984.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322112,"Chemical pulp mills","Usines de pâte chimique","Pulp and Paper","Pâte à papier et papier
","Tonnes",69.56,1
2022,4068,"Stadacona WB S.E.C.","Usine de Québec","10 des Capucins Boulevard","Québec","QC","46.8242","-71.2153",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322122,"Newsprint mills","Usines de papier journal","Pulp and Paper","Pâte à papier et papier
","Tonnes",77.67,1
2022,4101,"Irving Oil Limited","Irving Oil Refinery","340 Loch Lomond Road","Saint John","NB","45.2838","-66.0102",1983.00,3241,"Petroleum and coal product manufacturing","Fabrication de produits du pétrole et du charbon",324110,"Petroleum refineries","Raffineries de pétrole","Petroleum and Coal Product Refining and Mfg.","Fabrication et raffinage des produits du pétrole et du charbon
","Tonnes",42.98,1
2022,4402,"Terrapure BR Ltd.","VSC","1200 Garnier Street","Sainte-Catherine","QC","45.4","-73.6",1983.00,3315,"Foundries","Fonderies",331529,"Non-ferrous metal foundries (except die-casting)","Fonderies de métaux non ferreux (sauf moulage sous pression)","Metals (Except Aluminum and Iron and Steel)","Métaux (sauf aluminium et fer et acier)
","Tonnes",0.02,1
2022,4435,"City of Toronto","Highland Creek Treatment Plant","51 Beechgrove Drive","Toronto","ON","43.7667","-79.15",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",6733.24,4
2022,4610,"Stella-Jones Inc.","New Westminster Plant","25 Braid Street","New Westminster","BC","49.22671","-122.87557",1983.00,3211,"Sawmills and wood preservation","Scieries et préservation du bois",321114,"Wood preservation","Préservation du bois","Wood Products","Produits en bois
","Tonnes",0.09,1
2022,4700,"NOVA Chemicals Corporation","St. Clair River Site","285 Albert Street","Corunna","ON","42.8971","-82.4399",1983.00,3252,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing","Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",325210,"Resin and synthetic rubber manufacturing","Fabrication de résines et de caoutchouc synthétique","Chemicals","Produits chimiques
","Tonnes",0.06,1
2022,4723,"PKM Canada Marine Terminal Limited Partnership","Vancouver Wharves Terminal","1995 W 1st Street","North Vancouver","BC","49.31472","-123.11428",1984.00,4883,"Support activities for water transportation","Activités de soutien au transport par eau",488320,"Marine cargo handling","Manutention du fret maritime","Other (Except Manufacturing)","Autres (sauf fabrication)
","Tonnes",0.07,1
2022,4743,"Corporation of the City of London","Greenway Pollution Control Centre","109 Greenside Avenue","London","ON","42.9744","-81.2821",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",577.78,4
2022,4755,"City of Windsor","Little River Pollution Control Plant 1","9400 Little River Road","Windsor","ON","42.3298","-82.9267",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",140.59,1
2022,4771,"The Regional Municipality of Halton","Burlington Skyway Wastewater Treatment Plant","1125 Lakeshore Road","Burlington","ON","43.3097","-79.8014",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",5423.29,4
2022,4778,"Aluminerie Alouette inc.","Aluminerie Alouette inc.","400 Chemin de de la Pointe-Noire","Sept-Îles","QC","50.1583","-66.4416",1983.00,3313,"Alumina and aluminum production and processing","Production et transformation d'alumine et d'aluminium",331313,"Primary production of alumina and aluminum","Production primaire d'alumine et d'aluminium","Aluminum","Aluminum","Tonnes",7.22e-05,1
2022,4779,"City of Sarnia","Water Pollution Control Centre","333 St. Andrew Street","Sarnia","ON","42.9553","-82.406",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",135.40,1
2022,4788,"Entreprises Sappi Canada Inc.","Sappi Matane","400 du Port","Matane","QC","48.8318","-67.5565",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322111,"Mechanical pulp mills","Usines de pâte mécanique","Pulp and Paper","Pâte à papier et papier
","Tonnes",48.55,1
2022,4790,"Société en commandite FF Soucy WB","F.F.SOUCY - RIVIÈRE-DU-LOUP","191 Delage","Rivière-du-Loup","QC","47.8186","-69.52",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322122,"Newsprint mills","Usines de papier journal","Pulp and Paper","Pâte à papier et papier
","Tonnes",17.52,1
2022,4803,"Produits forestiers Résolu","Usine de Clermont","100 Donohue","Clermont","QC","47.6994","-70.2255",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322122,"Newsprint mills","Usines de papier journal","Pulp and Paper","Pâte à papier et papier
","Tonnes",22.27,1
2022,4806,"Rio Tinto Fer et Titane inc.","Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy","1625 Marie-Victorin","Sorel-Tracy","QC","46.04043","-73.13692",1984.00,3311,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie",331110,"Iron and steel mills and ferro-alloy manufacturing","Sidérurgie","Iron and Steel","Fer et acier
","Tonnes",7.10,1
2022,4866,"Orano Canada Inc.","McClean Lake Operations","833 45 Street West","Saskatoon","SK","58.2501","-103.9172",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212291,"Uranium ore mining","Extraction de minerais d'uranium","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",24.82,1
2022,4870,"Chemtrade Logistics Inc.","Chemtrade Electrochem - Beauharnois","75 des Hauts-Fourneaux","Beauharnois","QC","45.3112","-73.888",1983.00,3251,"Basic chemical manufacturing","Fabrication de produits chimiques de base",325189,"All other basic inorganic chemical manufacturing","Fabrication de tous les autres produits chimiques inorganiques de base","Chemicals","Produits chimiques
","Tonnes",0.04,1
2022,4875,"Cavendish Farms Corporation","Cavendish Farms","25532 #2 Highway","New Annan","PE","46.4222","-63.679",1983.00,3114,"Fruit and vegetable preserving and specialty food manufacturing","Mise en conserve de fruits et de légumes et fabrication de spécialités alimentaires",311410,"Frozen food manufacturing","Fabrication d'aliments congelés","Other Manufacturing","Autres fabrication
","Tonnes",154.02,1
2022,4882,"Newfoundland and Labrador Hydro","Holyrood Thermal Generating Station","1 Thermal Plant  Road","Holyrood","NL","47.4506","-53.0963",1983.00,2211,"Electric power generation, transmission and distribution","Production, transport et distribution d'électricité",221112,"Fossil-fuel electric power generation","Production d'électricité à partir de combustibles fossiles","Electricity","Électricité
","Tonnes",11.30,1
2022,4908,"Regional Municipality of Durham","Duffin Creek WPCP","901 McKay Road","Pickering","ON","43.8182","-79.0513",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",128.97,1
2022,4929,"Corner Brook Pulp and Paper Ltd.","Corner Brook Pulp and Paper","1 Mill  Road","Corner Brook","NL","48.9552","-57.9485",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322122,"Newsprint mills","Usines de papier journal","Pulp and Paper","Pâte à papier et papier
","Tonnes",74.48,1
2022,5008,"AV Group NB Inc. - Atholville Mill","Atholville Mill","175 Mill Road","Atholville","NB","47.9924","-66.7234",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322112,"Chemical pulp mills","Usines de pâte chimique","Pulp and Paper","Pâte à papier et papier
","Tonnes",64.94,1
2022,5013,"Iron Ore Company of Canada","Carol Project","1 2 Avalon Drive East","Labrador City","NL","52.9565","-66.8936",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212210,"Iron ore mining","Extraction de minerais de fer","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",781.83,4
2022,5070,"Maibec Inc.","East River","2005 3 Highway","East River","NS","44.584286","-64.162999",1983.00,3212,"Veneer, plywood and engineered wood product manufacturing","Fabrication de placages, de contreplaqués et de produits en bois reconstitué",321216,"Particle board and fibreboard mills","Usines de panneaux de particules et de fibres","Wood Products","Produits en bois
","Tonnes",4.22e-04,1
2022,5078,"Greater Moncton Wastewater Commission","GMWC Wastewater Treatment Facility","355 Hillsborough Road","Riverview","NB","46.0783","-64.7665",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",251.50,1
2022,5087,"Cape Breton Regional","Battery Point Treatment Plant","36 Ortona Drive","Sydney","NS","46.14971","-60.20257",1984.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",107.07,1
2022,5090,"City of Charlottetown","Charlottetown Pollution Control Plant","18 Riverside Drive","Charlottetown","PE","46.2457","-63.1118",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",1127.71,3
2022,5094,"City of Fredericton","Barker St. Treatment Facility","975 Barker St. Street East","Fredericton","NB","45.9584","-66.6178",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",76.75,1
2022,5102,"Imperial Metals Corporation","Mount Polley Mine","5720 Bootjack Forest Service Road","Likely","BC","52.5508","-121.637",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212299,"All other metal ore mining","Extraction de tous les autres minerais métalliques","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",0.33,1
2022,5146,"Huckleberry Mines Ltd.","Huckleberry Mines Ltd.","Forest Service Road","Houston","BC","53.6793","-127.1776",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212233,"Copper-zinc ore mining","Extraction de minerais de cuivre-zinc","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",1.37,1
2022,5183,"Tree Island Industries Ltd","Tree Island Industries Ltd.","3933 Boundary Road","Richmond","BC","49.188","-122.9585",1983.00,3312,"Steel product manufacturing from purchased steel","Fabrication de produits en acier à partir d'acier acheté",331222,"Steel wire drawing","Étirage de fils d'acier","Iron and Steel","Fer et acier
","Tonnes",1.53,1
2022,5189,"Greater Vancouver Sewerage and Drainage District","Iona Island Wastewater Treatment Plant","1000  Ferguson Road","Richmond","BC","49.2185","-123.203",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",3955.80,3
2022,5219,"Hudbay Minerals","New Britannia Mine","1 Company Road","Flin Flon","MB","54.8864","-100.0228",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212220,"Gold and silver ore mining","Extraction de minerais d'or et d'argent","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",0.07,1
2022,5235,"Cargill Foods","Cargill High River Plant","472 2A Highway Highway","High River","AB","50.626478","-113.878396",1983.00,3116,"Meat product manufacturing","Fabrication de produits de viande",311616,"Beef cattle slaughtering","Abattage de bovins de boucherie","Other Manufacturing","Autres fabrication
","Tonnes",143.22,1
2022,5308,"City of Calgary","Bonnybrook Wastewater Treatment Plant","4302 15 Street Southeast","Calgary","AB","51.0128","-114.022",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",8441.09,4
2022,5309,"City of Calgary","Fish Creek Wastewater Treatment Plant","1905 153 Avenue Southeast","Calgary","AB","50.9127","-114.0118",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",540.80,4
2022,5347,"City of Saskatoon","WASTEWATER TREATMENT PLANT","470 Whiteswan Drive","Saskatoon","SK","52.1827","-106.606",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",844.31,4
2022,5380,"Aquatera Utilities Inc.","Aquatera Grande Prairie WWTP (and Landfill)","5306 100 Street","Grande Prairie","AB","55.127919","-118.79784",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",116.50,1
2022,5386,"City of Winnipeg, Water & Waste Department","North End Water Pollution Control Centre (NEWPCC)","2230 Main Street","Winnipeg","MB","49.952","-97.1094",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",2702.66,3
2022,5387,"City of Winnipeg, Water & Waste Department","South End Water Pollution Control Centre (SEWPCC)","100 Ed Spencer Drive","Winnipeg","MB","49.7951","-97.0958",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",552.13,4
2022,5388,"City of Winnipeg, Water & Waste Department","West End Water Pollution Control Centre (WEWPCC)","7740 Wilkes Avenue","Winnipeg","MB","49.8346","-97.3335",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",39.12,1
2022,5390,"EPCOR Water Services Inc.","Gold Bar Wastewater Treatment Plant","10977 50 Street Northwest","Edmonton","AB","53.5608","-113.4153",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",4197.96,3
2022,5414,"Stella-Jones Inc","Stella-Jones Inc","2549 Francisco","Rivièere-Rouge","QC","46.3894","-74.8378",1983.00,3211,"Sawmills and wood preservation","Scieries et préservation du bois",321114,"Wood preservation","Préservation du bois","Wood Products","Produits en bois
","Tonnes",5.0182e-04,1
2022,5448,"Glencore Canada Corporation","Mine Raglan","120 Aéroport Avenue","Rouyn-Noranda","QC","61.6916","-73.6666",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212232,"Nickel-copper ore mining","Extraction de minerais de nickel-cuivre","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",19.48,1
2022,5460,"Tacora Resources Inc.","Wabush Mines - Scully","1 Wabush Mines Road Street","Wabush","NL","52.9077","-66.9109",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212210,"Iron ore mining","Extraction de minerais de fer","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",5.31,1
2022,5515,"Kruger inc","Kruger Trois-Rivières S.E.C.","3735 Gene-H.-Kruger Boulevard","Trois-Rivières","QC","46.3278","-72.558",1983.00,3221,"Pulp, paper and paperboard mills","Usines de pâte à papier, de papier et de carton",322130,"Paperboard mills","Usines de carton","Pulp and Paper","Pâte à papier et papier
","Tonnes",132.37,1
2022,5528,"Ville de Longueuil","Centre d'épuration Rive-Sud (CERS)","2999 De l'île Charron Street North","Longueuil","QC","45.5837","-73.4862",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",1437.92,3
2022,5539,"IMTT-Québec Inc.","IMTT QUÉBEC - QUÉBEC","Montées des cinquantes nord","Québec","QC","46.8318","-71.2031",1983.00,4931,"Warehousing and storage","Entreposage",493190,"Other warehousing and storage","Autres activités d'entreposage","Other (Except Manufacturing)","Autres (sauf fabrication)
","Tonnes",0.02,1
2022,5612,"Regional Municipality of Niagara","Baker Road Wastewater Treatment Plant","160 Lake Street","Grimsby","ON","43.1942","-79.5371",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",153.11,1
2022,5613,"Regional Municipality of Niagara","Fort Erie Wastewater Treatment Plant","1 Anger Avenue","Fort Erie","ON","42.9381","-78.9273",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",44.21,1
2022,5614,"Regional Municipality of Niagara","Welland Wastewater Treatment Plant","505 River Road","Welland","ON","43.0077","-79.2379",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",250.74,1
2022,5656,"GOLDCORP CANADA LTD","Musselwhite Mine","","N/A Concession, Kenora District","ON","52.6039","-90.3682",1983.00,2122,"Metal ore mining","Extraction de minerais métalliques",212220,"Gold and silver ore mining","Extraction de minerais d'or et d'argent","Mining and Quarrying","Extraction minière et exploitation en carrière
","Tonnes",23.69,1
2022,5705,"Nachurs Alpine Solutions","New Hamburg Manufacturing Plant","1356 Nafziger Road","Baden","ON","43.3912","-80.6895",1983.00,3253,"Pesticide, fertilizer and other agricultural chemical manufacturing","Fabrication de pesticides, d'engrais et d'autres produits chimiques agricoles",325314,"Mixed fertilizer manufacturing","Fabrication d'engrais mixtes","Chemicals","Produits chimiques
","Tonnes",2.05,1
2022,5762,"Oxy Vinyls Canada Co.","Niagara PVC Plant","8800 Thorold Townline Road","Thorold","ON","43.04686","-79.17427",1984.00,3252,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing","Fabrication de résines, de caoutchouc synthétique et de fibres et de filaments artificiels et synthétiques",325210,"Resin and synthetic rubber manufacturing","Fabrication de résines et de caoutchouc synthétique","Chemicals","Produits chimiques
","Tonnes",3.00000007e-04,1
2022,5808,"Cabot Canada Limited","Cabot Canada Limited","800 Tashmoo Avenue","Sarnia","ON","42.94437","-82.4153",1983.00,3251,"Basic chemical manufacturing","Fabrication de produits chimiques de base",325189,"All other basic inorganic chemical manufacturing","Fabrication de tous les autres produits chimiques inorganiques de base","Chemicals","Produits chimiques
","Tonnes",6.6e-05,1
2022,5884,"City of Toronto","North Toronto Treatment Plant","21 Redway Road","Toronto","ON","43.7003","-79.3569",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",384.90,1
2022,5970,"City of Hamilton","Woodward Avenue Wastewater Treatment Plant","700 Woodward Avenue North","Hamilton","ON","43.253","-79.7711",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",2004.41,3
2022,5971,"City of Hamilton","King Street Wastewater Treatment Plant","135 King Street West","Dundas","ON","43.2676","-79.9436",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",71.66,1
2022,5986,"The Corporation of the City of Barrie","Wastewater Treatment Facility","249  Bradford Street","Barrie","ON","44.375992","-79.690567",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",7.62,1
2022,5987,"Darling International Canada Inc.","Dundas","880 Highway 5 Highway","Dundas","ON","43.2894","-80.0125",1983.00,3116,"Meat product manufacturing","Fabrication de produits de viande",311614,"Rendering and meat processing from carcasses","Fonte de graisses animales et transformation de la viande provenant de carcasses","Other Manufacturing","Autres fabrication
","Tonnes",0.01,1
2022,6000,"City of Saint John","Millidgeville WWTP","700  Woodward Avenue","Saint John","NB","45.2867","-66.1161",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",26.55,1
2022,6002,"City of Saint John","Lancaster Lagoon WWTP","1210  Sand Cove Road","Saint John","NB","45.2414","-66.1126",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",58.28,1
2022,6005,"City of St. John's","Riverhead Wastewater Treatment Facility","209 Southside Road","St. John's","NL","47.5542","-52.7098",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",667.00,4
2022,6016,"Pictou County Shared Services Authority","EAST RIVER ENVIRONMENTAL CONTROL CENTRE","22 River Bank Road","Trenton","NS","45.605","-62.6423",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",12.73,1
2022,6021,"Halifax Regional Water Commission","Eastern Passage Wastewater Treatment Faciltiity","1039 Main Road","Eastern Passage","NS","44.6262","-63.5177",1983.00,2213,"Water, sewage and other systems","Réseaux d'aqueduc et d'égout et autres",221320,"Sewage treatment facilities","Installations d'épuration des eaux usées","Water and Wastewater Systems","Systèmes d'eau et des eaux usées
","Tonnes",82.50,1
