XCoord;YCoord;OBJECTID;SCAT_CLASS_EN;SCAT_CLASS_FR;PROVINCEEXTENT;SHAPE_LENGTH;CREATEDBY
-14416957.27;7004627.991;7502;Bedrock Cliff/Vertical;Falaise rocheuse;BC;251.295533;ECCC
-14417436.65;7004722.418;7503;Boulder Beach or Bank;Plage ou berge de blocs;BC;995.684845;ECCC
-14417758.69;7005176.045;7504;Bedrock Platform;Plate-forme rocheuse;BC;308.298136;ECCC
-14417758.76;7006345.625;7505;Boulder Beach or Bank;Plage ou berge de blocs;BC;431.585451;ECCC
-14420346.8;7005067.569;7506;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;579.071443;ECCC
-14419945.25;7005029.475;7507;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;761.977148;ECCC
-14419572.05;7005072.985;7508;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;280.213894;ECCC
-14418935.29;7004704.475;7509;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;412.507273;ECCC
-14418887.96;7004920.089;7510;Boulder Beach or Bank;Plage ou berge de blocs;BC;281.307616;ECCC
-14419641.56;7004048.35;7511;Boulder Beach or Bank;Plage ou berge de blocs;BC;570.39246;ECCC
-14417944.79;7004496.582;7512;Boulder Beach or Bank;Plage ou berge de blocs;BC;451.090465;ECCC
-14418338.07;7004559.549;7513;Boulder Beach or Bank;Plage ou berge de blocs;BC;435.894244;ECCC
-14417720.99;7002945.961;7514;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;564.311551;ECCC
-14417786.91;7003353.745;7515;Boulder Beach or Bank;Plage ou berge de blocs;BC;404.630437;ECCC
-14417557.69;7001598.08;7516;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1040.172036;ECCC
-14417823.89;7001000.579;7517;Bedrock Cliff/Vertical;Falaise rocheuse;BC;293.526663;ECCC
-14416953.5;7000052.592;7518;Bedrock Cliff/Vertical;Falaise rocheuse;BC;804.832294;ECCC
-14416583.49;6999606.497;7519;Bedrock Cliff/Vertical;Falaise rocheuse;BC;261.168839;ECCC
-14417419.12;6999978.053;7520;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;611.534536;ECCC
-14417629.47;7000035.227;7521;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;292.696016;ECCC
-14417880.9;7000321.307;7522;Bedrock Cliff/Vertical;Falaise rocheuse;BC;842.44296;ECCC
-14417967.85;7000634.782;7523;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;329.751017;ECCC
-14418161.91;7000728.131;7524;Boulder Beach or Bank;Plage ou berge de blocs;BC;345.063495;ECCC
-14420111.69;7001858.517;7525;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1693.046752;ECCC
-14406780.94;6921972.875;7526;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;3860.64363;ECCC
-14406322.48;6920872.01;7527;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;3770.118894;ECCC
-14405693.56;6919403.958;7528;Bedrock Cliff/Vertical;Falaise rocheuse;BC;410.389719;ECCC
-14405929.34;6919393.565;7529;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1311.832466;ECCC
-14406251.67;6920030.062;7530;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;1233.468325;ECCC
-14406001.69;6918625.243;7531;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;473.722775;ECCC
-14406247.47;6918313.814;7532;Bedrock Cliff/Vertical;Falaise rocheuse;BC;451.005521;ECCC
-14406418.56;6918662.717;7533;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;804.729527;ECCC
-14406601.16;6918737.027;7534;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;609.950619;ECCC
-14409232.07;6917880.736;7535;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;372.502683;ECCC
-14409262.34;6917645.631;7536;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;337.641898;ECCC
-14409509.8;6918340.792;7537;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;303.109852;ECCC
-14406417.34;6919280.355;7538;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1457.164567;ECCC
-14406694.42;6919696.727;7539;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;456.938593;ECCC
-14405980.83;6924292.656;7540;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;2156.722303;ECCC
-14407621.23;6922423.306;7541;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;2087.184977;ECCC
-14407237.59;6925394.901;7542;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;974.129053;ECCC
-14407022.8;6925843.624;7543;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;564.083376;ECCC
-14398590.91;6941839.799;7544;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;624.893475;ECCC
-14398775.9;6941692.949;7545;Sand Beach or Bank;Plage ou berge de sable;BC;320.174997;ECCC
-14401681.91;6933751.858;7546;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;726.371001;ECCC
-14401796.02;6934084.347;7547;Boulder Beach or Bank;Plage ou berge de blocs;BC;276.276143;ECCC
-14401495.92;6934145.796;7548;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;2257.550719;ECCC
-14401929.86;6936564.646;7549;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1834.933884;ECCC
-14402327.75;6935837.112;7550;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;645.330994;ECCC
-14402823.97;6936375.98;7551;Bedrock Platform;Plate-forme rocheuse;BC;1725.193943;ECCC
-14397424.63;6946165.769;7552;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;248.795373;ECCC
-14398151.24;6946230.035;7553;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;282.452445;ECCC
-14399727.41;6946286.649;7554;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;459.778021;ECCC
-14397321.86;6946272.568;7555;Bedrock Cliff/Vertical;Falaise rocheuse;BC;312.182596;ECCC
-14398385.01;6946519.991;7556;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;400.551516;ECCC
-14398792.54;6946742.993;7557;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;402.398523;ECCC
-14400567.38;6947439.393;7558;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;718.029534;ECCC
-14398366.52;6946678.303;7559;Bedrock Cliff/Vertical;Falaise rocheuse;BC;916.943732;ECCC
-14400314.1;6947217.552;7560;Bedrock Cliff/Vertical;Falaise rocheuse;BC;711.080962;ECCC
-14400467.13;6947404.584;7561;Bedrock Cliff/Vertical;Falaise rocheuse;BC;855.603903;ECCC
-14400649.01;6947339.929;7562;Bedrock Cliff/Vertical;Falaise rocheuse;BC;536.745765;ECCC
-14400157.55;6947468.059;7563;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1054.71305;ECCC
-14400449.23;6947669.479;7564;Bedrock Cliff/Vertical;Falaise rocheuse;BC;354.149402;ECCC
-14400742.05;6947689.912;7565;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;549.38777;ECCC
-14400776.45;6947869.107;7566;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1034.897063;ECCC
-14400690.01;6948313.617;7567;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;932.588472;ECCC
-14399654.74;6948186.069;7568;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;802.082643;ECCC
-14400997.32;6948410.399;7569;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;392.966388;ECCC
-14401343.51;6948873.827;7570;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1207.945998;ECCC
-14401394.86;6949347.521;7571;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;313.490378;ECCC
-14401531.98;6949540.092;7572;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;385.703931;ECCC
-14401725.66;6950263.024;7573;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;589.981549;ECCC
-14401743.96;6950381.628;7574;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;390.63671;ECCC
-14401794.15;6950440.582;7575;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;253.380372;ECCC
-14395234.51;6950957.94;7576;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1060.717519;ECCC
-14401458.56;6952803.001;7577;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;368.758259;ECCC
-14401486.96;6952882.135;7578;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;314.008803;ECCC
-14401359.19;6953240.086;7579;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1771.14129;ECCC
-14401895.36;6953061.704;7580;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;336.863889;ECCC
-14401735.43;6953754.255;7581;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;261.160877;ECCC
-14401275.67;6953798.471;7582;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;578.469433;ECCC
-14397943.28;6955684.522;7583;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;444.818275;ECCC
-14400415.03;6955685.371;7584;Bedrock Platform;Plate-forme rocheuse;BC;349.352006;ECCC
-14400151.92;6956002.492;7585;Bedrock Platform;Plate-forme rocheuse;BC;604.467492;ECCC
-14403708.24;6937165.783;7586;Boulder Beach or Bank;Plage ou berge de blocs;BC;322.303264;ECCC
-14403918.67;6937182.575;7587;Bedrock Cliff/Vertical;Falaise rocheuse;BC;379.446234;ECCC
-14403787.31;6937404.671;7588;Boulder Beach or Bank;Plage ou berge de blocs;BC;271.973767;ECCC
-14403954.09;6938101.021;7589;Boulder Beach or Bank;Plage ou berge de blocs;BC;825.929846;ECCC
-14403527.69;6937203.766;7590;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;262.946496;ECCC
-14403580.18;6937423.322;7591;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;256.098414;ECCC
-14403727.66;6938160.74;7592;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;387.151862;ECCC
-14402718.45;6937015.544;7593;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;449.815527;ECCC
-14402398.2;6936960.758;7594;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;414.921688;ECCC
-14401565.44;6937050.462;7595;Boulder Beach or Bank;Plage ou berge de blocs;BC;491.840425;ECCC
-14402132.32;6937115.996;7596;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;371.32787;ECCC
-14401996.36;6937032.536;7597;Sand Beach or Bank;Plage ou berge de sable;BC;271.316915;ECCC
-14402045.36;6939124.536;7598;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;832.671021;ECCC
-14402143.94;6938612.119;7599;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;507.903341;ECCC
-14399153.04;6941481.003;7600;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1855.10989;ECCC
-14399499.14;6942216.364;7601;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;518.246408;ECCC
-14400696.36;6942475.544;7602;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;353.683745;ECCC
-14400158.44;6944447.097;7603;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;346.757726;ECCC
-14400452.93;6944609.977;7604;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;736.28482;ECCC
-14400689.55;6944888.541;7605;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;361.809715;ECCC
-14399281.98;6946312.714;7606;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1382.217904;ECCC
-14399653.38;6946367.98;7607;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;800.535527;ECCC
-14399814.09;6946855.783;7608;Bedrock Cliff/Vertical;Falaise rocheuse;BC;421.656739;ECCC
-14399829.99;6947130.378;7609;Boulder Beach or Bank;Plage ou berge de blocs;BC;259.144559;ECCC
-14399655.48;6947223.649;7610;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1674.35332;ECCC
-14399008.07;6947027.162;7611;Bedrock Cliff/Vertical;Falaise rocheuse;BC;554.231879;ECCC
-14399456.85;6948101.217;7612;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;2348.027105;ECCC
-14400567.67;6948575.267;7613;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;991.999093;ECCC
-14400149.37;6948761.776;7614;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;696.668459;ECCC
-14400940.83;6948515.38;7615;Bedrock Cliff/Vertical;Falaise rocheuse;BC;840.707184;ECCC
-14401004.84;6948777.353;7616;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;316.413841;ECCC
-14401098.67;6949146.843;7617;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;697.018462;ECCC
-14401248.42;6949597.157;7618;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;613.886386;ECCC
-14401307.13;6950430.145;7619;Bedrock Platform;Plate-forme rocheuse;BC;2401.157691;ECCC
-14400722.76;6951265.51;7620;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;370.140529;ECCC
-14401043.95;6951557.39;7621;Boulder Beach or Bank;Plage ou berge de blocs;BC;990.39579;ECCC
-14400697.19;6951798.071;7622;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;324.359651;ECCC
-14401714.64;6953109.87;7623;Bedrock Cliff/Vertical;Falaise rocheuse;BC;257.882989;ECCC
-14401650.33;6953282.41;7624;Boulder Beach or Bank;Plage ou berge de blocs;BC;258.907983;ECCC
-14401713.01;6953499.621;7625;Bedrock Cliff/Vertical;Falaise rocheuse;BC;333.197742;ECCC
-14401598.5;6953742.341;7626;Bedrock Platform;Plate-forme rocheuse;BC;360.082147;ECCC
-14400408.46;6952994.609;7627;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;3296.615494;ECCC
-14400097.05;6954335.245;7628;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1065.468091;ECCC
-14399740.57;6953683.599;7629;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;616.855105;ECCC
-14399836.45;6953879.322;7630;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;464.725734;ECCC
-14399783.48;6954062.478;7631;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;389.615824;ECCC
-14400482.78;6954477.734;7632;Bedrock Cliff/Vertical;Falaise rocheuse;BC;632.543344;ECCC
-14400352.44;6954914.227;7633;Bedrock Platform;Plate-forme rocheuse;BC;698.088341;ECCC
-14400112.52;6955042.698;7634;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;343.346592;ECCC
-14400012.34;6955458.331;7635;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;678.007937;ECCC
-14399923.14;6955907.975;7636;Boulder Beach or Bank;Plage ou berge de blocs;BC;380.143941;ECCC
-14399917.97;6956267.503;7637;Bedrock Platform;Plate-forme rocheuse;BC;514.546525;ECCC
-14398951.19;6956901.082;7638;Boulder Beach or Bank;Plage ou berge de blocs;BC;693.88916;ECCC
-14398821.63;6957130.163;7639;Bedrock Cliff/Vertical;Falaise rocheuse;BC;622.616273;ECCC
-14399635.74;6956686.622;7640;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1097.792587;ECCC
-14399179.01;6956393.998;7641;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;545.583823;ECCC
-14398996.66;6956038.293;7642;Bedrock Cliff/Vertical;Falaise rocheuse;BC;524.889459;ECCC
-14398931.78;6955770.665;7643;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;618.433835;ECCC
-14398504.96;6955731.897;7644;Bedrock Cliff/Vertical;Falaise rocheuse;BC;922.863014;ECCC
-14398572.65;6955258.684;7645;Sand Beach or Bank;Plage ou berge de sable;BC;663.950173;ECCC
-14398253.1;6955229.39;7646;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;309.136658;ECCC
-14398103.33;6955152.904;7647;Sand Beach or Bank;Plage ou berge de sable;BC;368.052665;ECCC
-14397898;6955259.225;7648;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;263.868224;ECCC
-14397737.66;6955243.314;7649;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;249.095141;ECCC
-14397470.59;6955233.586;7650;Bedrock Cliff/Vertical;Falaise rocheuse;BC;597.517221;ECCC
-14397380.52;6954910.196;7651;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;543.287681;ECCC
-14397002.81;6955001.043;7652;Bedrock Platform;Plate-forme rocheuse;BC;653.929168;ECCC
-14396094.53;6954077.328;7653;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;402.602565;ECCC
-14396553.7;6954904.58;7654;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;581.606282;ECCC
-14396369.48;6954594.339;7655;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;296.507859;ECCC
-14396267.25;6954351.663;7656;Bedrock Platform;Plate-forme rocheuse;BC;266.487312;ECCC
-14395801.8;6953739.164;7657;Bedrock Cliff/Vertical;Falaise rocheuse;BC;620.335153;ECCC
-14395262.64;6952696.955;7658;Bedrock Platform;Plate-forme rocheuse;BC;1244.028734;ECCC
-14395619.28;6953262.264;7659;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;578.251717;ECCC
-14395470.73;6951997.337;7660;Pebble/Cobble Beach or Bank;Plage ou berge de cailloux/galet;BC;1480.269275;ECCC
-14395221.24;6951289.893;7661;Bedrock Platform;Plate-forme rocheuse;BC;553.402628;ECCC
-14395589.23;6951200.551;7662;Boulder Beach or Bank;Plage ou berge de blocs;BC;398.410434;ECCC
-14395696.79;6950321.098;7663;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1462.99306;ECCC
-14396107.66;6949624.372;7664;Boulder Beach or Bank;Plage ou berge de blocs;BC;289.260602;ECCC
-14396017.68;6948798.971;7665;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1582.867501;ECCC
-14396025.67;6947940.819;7666;Boulder Beach or Bank;Plage ou berge de blocs;BC;293.044759;ECCC
-14395910.14;6947369.035;7667;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1424.368103;ECCC
-14396290.49;6947024.661;7668;Boulder Beach or Bank;Plage ou berge de blocs;BC;484.598393;ECCC
-14396277.63;6946345.597;7669;Boulder Beach or Bank;Plage ou berge de blocs;BC;427.455465;ECCC
-14396351.52;6945929.532;7670;Bedrock Cliff/Vertical;Falaise rocheuse;BC;677.423663;ECCC
-14396252.33;6946734.851;7671;Bedrock Cliff/Vertical;Falaise rocheuse;BC;394.377132;ECCC
-14396858.68;6945905.083;7672;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;715.195454;ECCC
-14397046.43;6946308.919;7673;Bedrock Cliff/Vertical;Falaise rocheuse;BC;467.01211;ECCC
-14396814.15;6946809.672;7674;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;1826.357973;ECCC
-14397140.98;6946485.692;7675;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;432.59151;ECCC
-14397416.98;6946335.959;7676;Boulder Beach or Bank;Plage ou berge de blocs;BC;529.222213;ECCC
-14397789.38;6946122.863;7677;Bedrock Cliff/Vertical;Falaise rocheuse;BC;1132.069396;ECCC
-14397951.67;6946501.903;7678;Boulder Beach or Bank;Plage ou berge de blocs;BC;434.276014;ECCC
-14398534.38;6947129.743;7679;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;598.961626;ECCC
-14398624.09;6946948.005;7680;Bedrock Cliff/Vertical;Falaise rocheuse;BC;284.965216;ECCC
-14398774.64;6946796.175;7681;Boulder Beach or Bank;Plage ou berge de blocs;BC;289.383601;ECCC
-14418744.17;7001617.922;7682;Boulder Beach or Bank;Plage ou berge de blocs;BC;384.616164;ECCC
-14419034.86;7001777.107;7683;Bedrock Cliff/Vertical;Falaise rocheuse;BC;904.033864;ECCC
-14420373.1;7002443.937;7684;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;253.759886;ECCC
-14420488.24;7002434.278;7685;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;360.558587;ECCC
-14420015.06;7002952.052;7686;Bedrock Platform;Plate-forme rocheuse;BC;1014.440882;ECCC
-14420374.85;7003293.955;7687;Bedrock Platform;Plate-forme rocheuse;BC;340.156103;ECCC
-14420089.5;7002824.026;7688;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;1005.374933;ECCC
-14419786;7002431.769;7689;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;286.145898;ECCC
-14419550.47;7004468.815;7690;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;429.798678;ECCC
-14421272.26;7004887.839;7691;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;251.858115;ECCC
-14420766.07;7005351.19;7692;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;441.521231;ECCC
-14420916.84;7005460.139;7693;Bedrock Cliff/Vertical;Falaise rocheuse;BC;252.261718;ECCC
-14421892.96;7005936.283;7694;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;257.191648;ECCC
-14421743.68;7005895.59;7695;Bedrock Cliff/Vertical;Falaise rocheuse;BC;256.945544;ECCC
-14421673.36;7006206.06;7696;Bedrock Cliff/Vertical;Falaise rocheuse;BC;483.276832;ECCC
-14421291.82;7006422.179;7697;Boulder Beach or Bank;Plage ou berge de blocs;BC;480.663957;ECCC
-14421068.98;7006669.699;7698;Bedrock Cliff/Vertical;Falaise rocheuse;BC;250.456795;ECCC
-14420273.98;7007117.778;7699;Boulder Beach or Bank;Plage ou berge de blocs;BC;1044.539451;ECCC
-14420837.72;7006787.285;7700;Boulder Beach or Bank;Plage ou berge de blocs;BC;284.060718;ECCC
-14419579.18;7007152.915;7701;Boulder Beach or Bank;Plage ou berge de blocs;BC;534.30066;ECCC
-14419285.12;7006983.402;7702;Sand Tidal Flat;Estran sableux;BC;293.171742;ECCC
-14418779.61;7006809.153;7703;Boulder Beach or Bank;Plage ou berge de blocs;BC;350.275899;ECCC
-14418745.88;7007037.991;7704;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;279.920234;ECCC
-14418369.12;7006998.001;7705;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;785.219003;ECCC
-14417833.25;7006944.389;7706;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;1105.405444;ECCC
-14419307.97;7007596.421;7707;Boulder Beach or Bank;Plage ou berge de blocs;BC;427.238886;ECCC
-14419362.21;7007803.378;7708;Boulder Beach or Bank;Plage ou berge de blocs;BC;326.206043;ECCC
-14419559.05;7008173.771;7709;Boulder Beach or Bank;Plage ou berge de blocs;BC;564.555358;ECCC
-14419723.52;7008604.085;7710;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;993.982046;ECCC
-14420467.06;7008020.544;7711;Boulder Beach or Bank;Plage ou berge de blocs;BC;255.413744;ECCC
-14420187.16;7008307.197;7712;Boulder Beach or Bank;Plage ou berge de blocs;BC;552.864091;ECCC
-14420449.66;7007809.245;7713;Boulder Beach or Bank;Plage ou berge de blocs;BC;267.740679;ECCC
-14420905.58;7007307.149;7714;Boulder Beach or Bank;Plage ou berge de blocs;BC;1294.116079;ECCC
-14420426.02;7008212.056;7715;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;255.28314;ECCC
-14421521.06;7006776.143;7716;Boulder Beach or Bank;Plage ou berge de blocs;BC;578.854451;ECCC
-14422092.37;7006600.017;7717;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;269.279569;ECCC
-14422203.02;7007064.569;7718;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;513.931268;ECCC
-14422171.89;7006823.767;7719;Boulder Beach or Bank;Plage ou berge de blocs;BC;567.216686;ECCC
-14421948.45;7006917.227;7720;Boulder Beach or Bank;Plage ou berge de blocs;BC;284.372049;ECCC
-14422342.87;7006909.577;7721;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;451.316592;ECCC
-14422786.59;7008409.674;7722;Boulder Beach or Bank;Plage ou berge de blocs;BC;475.549565;ECCC
-14422756.97;7007974.343;7723;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;355.402544;ECCC
-14422694.01;7008226.38;7724;Bedrock Platform;Plate-forme rocheuse;BC;314.710955;ECCC
-14422951.64;7008599.693;7725;Bedrock Cliff/Vertical;Falaise rocheuse;BC;265.452792;ECCC
-14422931.28;7008933.31;7726;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;470.510198;ECCC
-14422654.42;7009349.045;7727;Bedrock Cliff/Vertical;Falaise rocheuse;BC;732.415018;ECCC
-14422308.3;7009688.056;7728;Boulder Beach or Bank;Plage ou berge de blocs;BC;951.123837;ECCC
-14422586.09;7009784.604;7729;Bedrock Cliff/Vertical;Falaise rocheuse;BC;401.329566;ECCC
-14422227.8;7009933.884;7730;Bedrock Platform;Plate-forme rocheuse;BC;636.45092;ECCC
-14421947.2;7009794.21;7731;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;487.581769;ECCC
-14421806.75;7010010.611;7732;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;949.973343;ECCC
-14421598.43;7010241.234;7733;Mixed Sediment Beach or Bank;Plage ou berge de sédiments mixtes;BC;390.150931;ECCC
-14421890.98;7010291.914;7734;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;456.428008;ECCC
-14422111.62;7010969.106;7735;Bedrock Cliff/Vertical;Falaise rocheuse;BC;470.551886;ECCC
-14421787.38;7010877.614;7736;Boulder Beach or Bank;Plage ou berge de blocs;BC;1811.206895;ECCC
-14423118.41;7010427.121;7737;Boulder Beach or Bank;Plage ou berge de blocs;BC;367.805617;ECCC
-14422014.68;7011441.758;7738;Boulder Beach or Bank;Plage ou berge de blocs;BC;473.9879;ECCC
-14422555.25;7011019.916;7739;Boulder Beach or Bank;Plage ou berge de blocs;BC;429.926527;ECCC
-14422609.63;7010655.027;7740;Boulder Beach or Bank;Plage ou berge de blocs;BC;485.756777;ECCC
-14422883.54;7010603.454;7741;Boulder Beach or Bank;Plage ou berge de blocs;BC;368.761205;ECCC
-14423414.45;7010621.075;7742;Bedrock Platform;Plate-forme rocheuse;BC;1656.845663;ECCC
-14422844.34;7010961.806;7743;Mixed and Coarse Sediment Tidal Flat;Estran de sédiments mixtes et grossiers;BC;806.17858;ECCC
-14422983.24;7011301.462;7744;Bedrock Sloping/Ramp;Rampe/Pente rocheuse;BC;401.051889;ECCC
